status,code,entry_date,exit_date,entry_price,exit_price,pnl_pct,hold_days,result,strategy,confidence,rs_score,day_volume,name,lots,odd_lot,cost,fee_buy,fee_sell,tax,fee_tax_total,gross_pnl_dollars,pnl_dollars,net_pnl_dollars
已實現,4927,2022-01-04,2022-01-10,135.27,123.752,-8.51,6,停損(跳空),ema_trend,0.85,0.363945673907489,6728.0,泰鼎-KY,2,False,270540.0,386.0,353.0,743.0,1481.0,-23036.0,-24517.0,-24517.0
已實現,2323,2022-01-04,2022-01-12,13.53702,12.4291502832,-8.18,8,停損,ema_trend,1.0,0.36225294904363925,560082.0,中環,16,False,216592.0,309.0,283.0,597.0,1189.0,-17726.0,-18915.0,-18915.0
已實現,2305,2022-01-04,2022-01-25,10.170300000000001,9.95006,-2.17,21,時間停損,ema_trend,1.0,0.123305069494079,35587.0,全友,15,False,152555.0,217.0,213.0,448.0,878.0,-3304.0,-4181.0,-4181.0
已實現,2312,2022-01-05,2022-01-24,15.8316,14.535941856,-8.18,19,停損,ema_trend,0.85,0.13416194167707785,16754.0,金寶,6,False,94990.0,135.0,124.0,262.0,521.0,-7774.0,-8295.0,-8295.0
已實現,2355,2022-01-05,2022-01-07,42.735299999999995,39.237843047999995,-8.18,2,停損,ema_trend,1.0,0.1069512767305637,78067.0,敬鵬,1,False,42735.0,61.0,56.0,118.0,235.0,-3497.0,-3732.0,-3732.0
已實現,2368,2022-01-05,2022-01-07,88.95756,81.67727328960001,-8.18,2,停損,ema_trend,0.87,0.057897429715991766,12720.0,金像電,745,True,66273.0,94.0,87.0,183.0,364.0,-5424.0,-5788.0,-5788.0
已實現,2374,2022-01-06,2022-01-24,26.39268,24.2327030688,-8.18,18,停損,ema_trend,0.85,0.20501680236782502,77979.0,佳能,1,False,26393.0,38.0,35.0,73.0,145.0,-2160.0,-2305.0,-2305.0
已實現,4720,2022-01-07,2022-01-17,19.639200000000002,17.764400000000002,-9.55,10,停損(跳空),ema_trend,1.0,0.3201100806416086,9252.0,德淵,3,False,58918.0,84.0,76.0,160.0,320.0,-5624.0,-5944.0,-5944.0
已實現,1605,2022-03-22,2022-04-11,28.7574,28.40308,-1.23,20,時間停損,ema_trend,0.82,0.11723778865274512,11746.0,華新,9,False,258817.0,369.0,364.0,767.0,1500.0,-3189.0,-4689.0,-4689.0
已實現,2412,2022-03-22,2022-04-11,126.753,129.74,2.36,20,時間停損,ema_trend,0.81,0.08628852095021,6966.0,中華電,1,False,126753.0,181.0,185.0,389.0,755.0,2987.0,2232.0,2232.0
已實現,1708,2022-03-23,2022-04-26,50.601,59.7802,18.14,34,追蹤停利,ema_trend,0.94,0.3052824940299683,104597.0,東鹼,3,False,151803.0,216.0,256.0,538.0,1010.0,27538.0,26528.0,26528.0
已實現,2834,2022-03-25,2022-04-14,10.18032,10.3792,1.95,20,時間停損,ema_trend,0.85,0.15869766279215106,105387.0,臺企銀,11,False,111984.0,160.0,163.0,343.0,665.0,2188.0,1523.0,1523.0
已實現,2886,2022-03-28,2022-04-18,39.13812,39.1715,0.09,21,時間停損,ema_trend,0.89,0.12383565243863136,23172.0,兆豐金,2,False,78276.0,112.0,112.0,235.0,458.0,67.0,-391.0,-391.0
已實現,2812,2022-03-28,2022-04-18,11.73342,11.84626,0.96,21,時間停損,ema_trend,0.85,0.10581252448494426,9062.0,台中銀,5,False,58667.0,84.0,84.0,178.0,346.0,564.0,219.0,219.0
已實現,2324,2022-03-29,2022-04-18,27.154200000000003,25.3492,-6.65,20,時間停損,ema_trend,0.85,0.08386440863003033,12078.0,仁寶,1,False,27154.0,39.0,36.0,76.0,151.0,-1805.0,-1956.0,-1956.0
已實現,2515,2022-04-01,2022-04-21,9.63924,9.281400000000001,-3.71,20,時間停損,ema_trend,0.85,0.13770595526873727,32892.0,中工,3,False,28918.0,41.0,40.0,84.0,164.0,-1074.0,-1238.0,-1238.0
已實現,5880,2022-04-01,2022-04-21,25.64118,24.71048,-3.63,20,時間停損,ema_trend,0.99,0.11361891902869631,14984.0,合庫金,966,True,24769.0,35.0,34.0,72.0,141.0,-899.0,-1040.0,-1040.0
已實現,2897,2022-04-06,2022-04-18,10.3707,9.521961912,-8.18,12,停損,ema_trend,0.85,0.180182077287352,31739.0,王道銀行,1,False,10371.0,20.0,20.0,29.0,69.0,-849.0,-917.0,-917.0
已實現,2884,2022-04-06,2022-04-26,28.637159999999998,28.9919,1.24,20,時間停損,ema_trend,0.85,0.1215432650419177,42458.0,玉山金,497,True,14233.0,20.0,21.0,43.0,84.0,176.0,92.0,92.0
已實現,2305,2022-05-31,2022-06-22,11.4228,15.469,35.42,22,追蹤停利,ema_trend,0.85,0.20368093698981443,8597.0,全友,24,False,274147.0,391.0,529.0,1114.0,2033.0,97109.0,95075.0,95075.0
已實現,2317,2022-06-10,2022-06-30,115.23,108.782,-5.6,20,時間停損,ema_trend,0.85,0.0875427981801979,24037.0,鴻海,1,False,115230.0,164.0,155.0,326.0,646.0,-6448.0,-7094.0,-7094.0
已實現,2419,2022-07-26,2022-09-26,25.1502,24.8003,-1.39,62,時間停損,ema_trend,0.9,0.38297718077129833,6486.0,仲琦,12,False,301802.0,430.0,424.0,893.0,1747.0,-4199.0,-5946.0,-5946.0
已實現,2388,2022-08-10,2022-08-24,76.75319999999999,70.471718112,-8.18,14,停損,ema_trend,0.85,0.4479123153821949,7514.0,威盛,2,False,153506.0,219.0,201.0,423.0,842.0,-12563.0,-13405.0,-13405.0
已實現,2301,2022-08-11,2022-08-31,68.136,65.66839999999999,-3.62,20,時間停損,ema_trend,0.88,0.12201978489620423,7508.0,光寶科,2,False,136272.0,194.0,187.0,394.0,775.0,-4935.0,-5711.0,-5711.0
已實現,2834,2022-08-15,2022-09-05,10.76148,10.598759999999999,-1.51,21,時間停損,ema_trend,0.89,0.127539242843952,55932.0,臺企銀,12,False,129138.0,184.0,181.0,382.0,747.0,-1953.0,-2699.0,-2699.0
已實現,2305,2022-08-18,2022-09-21,29.058,29.94,3.04,34,時間停損,ema_trend,0.95,0.38077515067223006,3483.0,全友,3,False,87174.0,124.0,128.0,269.0,522.0,2646.0,2124.0,2124.0
已實現,4977,2022-08-29,2022-09-23,109.47852,110.01952,0.49,25,時間停損,ema_trend,0.99,0.4133226718623377,6908.0,眾達-KY,1,False,109479.0,156.0,157.0,330.0,643.0,541.0,-102.0,-102.0
已實現,6285,2022-08-29,2022-09-19,79.31832,81.15736,2.32,21,時間停損,ema_trend,0.89,0.10372128468332813,3576.0,啟碁,968,True,76780.0,109.0,112.0,236.0,457.0,1780.0,1323.0,1323.0
已實現,1802,2022-11-14,2022-12-05,23.4468,23.6526,0.88,21,時間停損,ema_trend,0.86,0.21224211353206257,18221.0,台玻,12,False,281362.0,401.0,404.0,851.0,1657.0,2470.0,813.0,813.0
已實現,2327,2022-11-24,2022-12-19,94.96956,98.56248000000001,3.78,25,時間停損,ema_trend,0.85,0.1491436782277862,12648.0,國巨*,2,False,189939.0,271.0,281.0,591.0,1143.0,7186.0,6043.0,6043.0
已實現,3037,2022-11-24,2022-12-14,154.308,147.205,-4.6,20,時間停損,ema_trend,0.85,0.1109324202808328,23035.0,欣興,1,False,154308.0,220.0,210.0,442.0,871.0,-7103.0,-7974.0,-7974.0
已實現,3711,2022-11-24,2022-12-14,96.693,97.804,1.15,20,時間停損,ema_trend,0.85,0.061347502611439036,7028.0,日月光投控,1,False,96693.0,138.0,139.0,293.0,571.0,1111.0,540.0,540.0
已實現,2455,2022-11-25,2022-12-06,81.7632,75.071699712,-8.18,11,停損,ema_trend,1.0,0.22733748636187665,14525.0,全新,1,False,81763.0,117.0,107.0,225.0,449.0,-6692.0,-7140.0,-7140.0
已實現,8046,2022-11-25,2022-12-15,271.542,273.452,0.7,20,時間停損,ema_trend,0.85,0.1257619675010979,16053.0,南電,226,True,61368.0,87.0,88.0,185.0,361.0,432.0,71.0,71.0
已實現,2330,2022-11-29,2022-12-19,474.447,465.567,-1.87,20,時間停損,ema_trend,0.87,0.07736630628391541,38182.0,台積電,90,True,42700.0,61.0,60.0,126.0,246.0,-799.0,-1045.0,-1045.0
已實現,3034,2023-01-10,2023-01-30,347.694,350.298,0.75,20,時間停損,ema_trend,0.87,0.15859531772575253,9834.0,聯詠,862,True,299712.0,427.0,430.0,906.0,1763.0,2245.0,481.0,481.0
已實現,2324,2023-01-10,2023-01-30,23.2965,23.1536,-0.61,20,時間停損,ema_trend,0.78,0.05454689511736168,8852.0,仁寶,9,False,209669.0,299.0,297.0,625.0,1221.0,-1286.0,-2507.0,-2507.0
已實現,1305,2023-01-11,2023-01-31,28.1061,28.0937,-0.04,20,時間停損,ema_trend,1.0,0.07338483146067416,7325.0,華夏,5,False,140531.0,200.0,200.0,421.0,822.0,-62.0,-884.0,-884.0
